cueverse_id,player_id,account_id,preferred_name,seasons_in_archive,first_season,last_season,status
xdirt.diverx,cmt4vb57200ix6rikjilzn6uz,5838,xdirt.diverx,1,2010 S2A,2010 S2A,active
astro61200,cmt4vb59b00iy6rik5swsqzj1,5839,astro61200,4,2010 S2A,2011 S2B,active
sin-e,cmt4vb5bg00iz6rika963cmr5,5840,sin-e,3,2010 S2A,2011 S3A,active
sleepyman619,cmt4vb5dm00j06riku8f6blla,5841,sleepyman619,3,2010 S2A,2012 S4A,active
deep.cerebro,cmt4vb5fu00j16rikt3nka5uy,5842,deep.cerebro,1,2010 S2A,2010 S2A,active
xlx_s_p_g_xlx,cmt4vb5i300j26rikp1gx9cqn,5843,xlx_s_p_g_xlx,6,2007 S4A,2011 S5A,active
z_hall_z,cmt4vb5kb00j36rikvf54v89s,5844,z_hall_z,1,2010 S2A,2010 S2A,active
xl3ill,cmt4vb5mm00j46rikxiqlugkj,5845,xl3ill,4,2010 S2A,2011 S3B,active
xlx_ogges_xlx,cmt4vb5ox00j56rikvr6mytdl,5846,xlx_ogges_xlx,7,2010 S2A,2014 S1A,active
king_hustler2004,cmt4vb5r400j66rikl9t4o7s9,5847,king_hustler2004,1,2010 S2A,2010 S2A,active
dynamicstylez,cmt4vb5t900j76rikbr81wc9t,5848,dynamicstylez,1,2010 S2A,2010 S2A,active
c-b,cmt4vb5vf00j86rikrhquuvca,5849,c-b,2,2010 S2A,2011 S5A,active
aaaaaaaaanll,cmt4vb5xm00j96riktckckmum,5850,aaaaaaaaanll,1,2010 S2A,2010 S2A,active
mvp_chiddy,cmt4vb5zr00ja6rikchywregy,5851,mvp_chiddy,2,2010 S2A,2010 S3A,active
vmirosavic@ymail.com,cmt4vb61y00jb6rikw4bi44it,5852,vmirosavic@ymail.com,1,2010 S2A,2010 S2A,active
s.trategic,cmt4vb64600jc6rikk8z4a01y,5853,s.trategic,1,2010 S2A,2010 S2A,active
end_the_curse,cmt4vb66c00jd6rik6drxwq08,5854,end_the_curse,1,2010 S2A,2010 S2A,active
safdarbandali,cmt4vb68i00je6rikmv1rpgan,5855,safdarbandali,8,2010 S2A,2012 S5B,active
toyboy2die4u,cmt4vb6aq00jf6rikzpmavkbx,5856,toyboy2die4u,3,2010 S2A,2011 S5A,active
zxyjkc,cmt4vb6da00jg6rikv0xn8hf2,5857,zxyjkc,1,2010 S2A,2010 S2A,active
sergio_boca,cmt4vb6fq00jh6rik2qlwski6,5858,sergio_boca,1,2010 S2A,2010 S2A,active
xxl_stud_lxx,cmt4vb6hy00ji6rikp2z8mm9k,5859,xxl_stud_lxx,4,2010 S2A,2013 S3B,active
fuckshitup,cmt4vb6k500jj6riketrk3xxc,5860,fuckshitup,1,2010 S2A,2010 S2A,active
jalvlie,cmt4vb6mb00jk6riksyshyeux,5861,jalvlie,1,2010 S2B,2010 S2B,active
lunatic1285,cmt4vb6oh00jl6rik5cqht4yv,5862,lunatic1285,2,2010 S2B,2010 S3B,active
_demented_,cmt4vb6qn00jm6rikhr7v8roq,5863,_demented_,1,2010 S2B,2010 S2B,active
pr0.sk1llz,cmt4vb6ss00jn6rikjlqbcokl,5864,pr0.sk1llz,1,2010 S2B,2010 S2B,active
black_stallion009,cmt4vb6ux00jo6rikd2ix2hm0,5865,black_stallion009,14,2010 S2B,2014 S1A,active
sexy.l3anker,cmt4vb6x400jp6rik1hqyr83z,5866,sexy.l3anker,8,2010 S2B,2011 S5B,active
cnd_095,cmt4vb6za00jq6rikfxqdj036,5867,cnd_095,2,2010 S2B,2010 S3A,active
lvlr_degrassislam,cmt4vb71h00jr6rik8kee5h6x,5868,lvlr_degrassislam,1,2010 S2B,2010 S2B,active
xxxxxxxxx_bryan_xxxxxxxxx,cmt4vb73o00js6rikyq9j93ih,5869,xxxxxxxxx_bryan_xxxxxxxxx,1,2010 S2B,2010 S2B,active
eddie.wins,cmt4vb75v00jt6rikeswsis25,5870,eddie.wins,4,2010 S2B,2012 S3B,active
i_betherealdeal,cmt4vb78900ju6rikzdks5x2o,5871,i_betherealdeal,1,2010 S2B,2010 S2B,active
col2ey,cmt4vb7af00jv6rikzi4n4xtf,5872,col2ey,1,2010 S2B,2010 S2B,active
billiard_inc,cmt4vb7cm00jw6rikwc90jcot,5873,billiard_inc,2,2010 S2B,2010 S3B,active
l3reak_it_out,cmt4vb7es00jx6rikwwunr9ay,5874,l3reak_it_out,3,2010 S2B,2010 S4A,active
dan__da__man,cmt4vb7gx00jy6rikpjp8r8gn,5875,dan__da__man,1,2010 S2B,2010 S2B,active
acemacer10987,cmt4vb7j400jz6rikkw06wma8,5876,acemacer10987,6,2010 S2B,2012 S4A,active
kansas_pool_k1ng,cmt4vb7l900k06rikjelkydpi,5877,kansas_pool_k1ng,2,2010 S2B,2010 S3A,active
derek98_,cmt4vb7nh00k16riku3621w2k,5878,derek98_,1,2010 S2B,2010 S2B,active
cooldeep_4,cmt4vb7pq00k26rik0h61rqms,5879,cooldeep_4,1,2010 S2B,2010 S2B,active
audre_est_facre,cmt4vb7rw00k36rik40y4w3i8,5880,audre_est_facre,1,2010 S2B,2010 S2B,active
c.marcoo,cmt4vb7u400k46rikh7nqls3j,5881,c.marcoo,8,2010 S2B,2013 S3A,active
victoria_7k,cmt4vb7w800k56rik7shtj9wb,5882,victoria_7k,6,2010 S2B,2011 S5B,active
im_rees,cmt4vb7yf00k66rik4xmwnzru,5883,im_rees,1,2010 S2B,2010 S2B,active
xl_gooner_lx,cmt4vb80l00k76rikwof1561i,5884,xl_gooner_lx,1,2010 S2B,2010 S2B,active
smokin_weed2,cmt4vb82r00k86rikzdqwvgh4,5885,smokin_weed2,1,2010 S2B,2010 S2B,active
stevie yo,cmt4vb84x00k96rikjhaj5c0l,5886,stevie yo,1,2010 S3B,2010 S3B,active
studmuffin_777,cmt4vb87200ka6rikrq1hbqhz,5887,studmuffin_777,1,2010 S3B,2010 S3B,active
rich5148,cmt4vb89800kb6rikycqr6rsi,5888,rich5148,17,2010 S3B,2014 S1A,active
sabre girl,cmt4vb8bh00kc6rik0mnoku38,5889,sabre girl,1,2010 S3B,2010 S3B,active
brom884704,cmt4vb8dn00kd6rik54ggi75v,5890,brom884704,9,2010 S3B,2012 S4B,active
voxxington,cmt4vb8fu00ke6rik5pf2lmcg,5891,voxxington,1,2010 S3B,2010 S3B,active
ultimate.outlaw_says_stfu,cmt4vb8hz00kf6riknsgtfksa,5892,ultimate.outlaw_says_stfu,1,2010 S3B,2010 S3B,active
lone__wolf,cmt4vb8k500kg6rikxbp8ui1t,5893,lone__wolf,3,2010 S3B,2011 S2B,active
mr. rite,cmt4vb8mc00kh6rikfsowxazo,5894,mr. rite,1,2010 S3B,2010 S3B,active
jt.jester,cmt4vb8oj00ki6riket5o7xgo,5895,jt.jester,14,2010 S3B,2014 S1A,active
fv_arctic,cmt4vb8qr00kj6rik7uavjnsk,5896,fv_arctic,3,2010 S3B,2011 S3A,active
elitehigh,cmt4vb8sy00kk6rik0j3mcmc5,5897,elitehigh,1,2010 S3B,2010 S3B,active
x_xthomasx_x,cmt4vb8v600kl6rikd1mnnqjb,5898,x_xthomasx_x,1,2010 S3B,2010 S3B,active
busted_open,cmt4vb8xe00km6rikyz5xr1mg,5899,busted_open,1,2010 S3B,2010 S3B,active
_supa__star_,cmt4vb8zn00kn6rikotjfpvse,5900,_supa__star_,2,2010 S3B,2010 S4A,active
unown_gb,cmt4vb92300ko6rikndfd37gq,5901,unown_gb,2,2010 S3B,2011 S1B,active
little_outlaw,cmt4vb94i00kp6rikdn1hovno,5902,little_outlaw,1,2010 S3B,2010 S3B,active
toyboy2die4,cmt4vb97600kq6rikktns8wfa,5903,toyboy2die4,1,2010 S3A,2010 S3A,active
xxxx_drake_xxxx,cmt4vb99z00kr6rikzrt6f6v2,5904,xxxx_drake_xxxx,1,2010 S3A,2010 S3A,active
__trav__,cmt4vb9ci00ks6rik80z6sj8z,5905,__trav__,4,2010 S3A,2011 S3A,active
ii.7amada,cmt4vb9ez00kt6rik2vvcy077,5906,ii.7amada,5,2010 S3A,2013 S2B,active
xlx_nish_xlx,cmt4vb9hq00ku6rikktoet8ql,5907,xlx_nish_xlx,10,2010 S2B,2014 S1A,active
mvp_cha0tic,cmt4vb9kd00kv6rik3a7jjlzy,5908,mvp_cha0tic,1,2010 S3A,2010 S3A,active
mvp_fate,cmt4vb9ms00kw6rikykt91qdr,5909,mvp_fate,1,2010 S3A,2010 S3A,active
fhm_champion,cmt4vb9oy00kx6rikhp9d5atw,5910,fhm_champion,2,2010 S3A,2011 S1A,active
eyye74,cmt4vb9r500ky6rikfz76kv7z,5911,eyye74,1,2010 S3A,2010 S3A,active
pud'n,cmt4vb9tb00kz6rik088z0662,5912,pud'n,1,2010 S3A,2010 S3A,active
pool.sharko,cmt4vb9vj00l06rike5ld3iqk,5913,pool.sharko,2,2010 S3A,2010 S4A,active
mvp_n00b,cmt4vb9xt00l16rikato9q1f7,5914,mvp_n00b,6,2010 S3A,2011 S4A,active
controversial,cmt4vba0500l26rik3i6ghget,5915,controversial,5,2010 S3A,2013 S3B,active
s.lacka,cmt4vba2g00l36rikr7xg952k,5916,s.lacka,2,2010 S3A,2011 S1A,active
mattskie,cmt4vba4v00l46rik2mn3721i,5917,mattskie,3,2010 S3A,2011 S1A,active
fsm_hero,cmt4vba7700l56rikrbgcb4ng,5918,fsm_hero,1,2010 S3A,2010 S3A,active
need_weed_,cmt4vba9k00l66rikp584de93,5919,need_weed_,1,2010 S4B,2010 S4B,active
eddies56,cmt4vbabw00l76rikr4dqkd1d,5920,eddies56,3,2010 S4B,2011 S3B,active
obama.haterz,cmt4vbae700l86rik26k4qr7h,5921,obama.haterz,1,2010 S4B,2010 S4B,active
skilled.banger,cmt4vbagh00l96rikk0s53ntp,5922,skilled.banger,1,2010 S4B,2010 S4B,active
gb_urb_gb,cmt4vbair00la6rik4wwwyl89,5923,gb_urb_gb,4,2010 S4B,2011 S4B,active
wubuddah,cmt4vbakz00lb6rikedti4h7f,5924,wubuddah,1,2010 S4B,2010 S4B,active
derek_dynamite_zoolander,cmt4vban900lc6rikxb5i82vr,5925,derek_dynamite_zoolander,1,2010 S4B,2010 S4B,active
l_2_g00d_l,cmt4vbapl00ld6rikm6sr0vmf,5926,l_2_g00d_l,1,2010 S4B,2010 S4B,active
outlaw_king_taft,cmt4vbary00le6rikpt4hb4mu,5927,outlaw_king_taft,1,2010 S4B,2010 S4B,active
dizzy___98,cmt4vbau600lf6rik6jxsbclz,5928,dizzy___98,1,2010 S4B,2010 S4B,active
aimester,cmt4vbawh00lg6rikm9348qy0,5929,aimester,1,2010 S4B,2010 S4B,active
gbwarrior1,cmt4vbays00lh6rikngmg1cdk,5930,gbwarrior1,2,2010 S4B,2011 S1B,active
zshwayze,cmt4vbb1600li6rikmaqi4g5r,5931,zshwayze,1,2010 S4B,2010 S4B,active
ll_xtc_ll,cmt4vbb3j00lj6rikrg81iwoa,5932,ll_xtc_ll,1,2010 S4B,2010 S4B,active
brother.sport,cmt4vbb5t00lk6riks6st4xow,5933,brother.sport,4,2010 S4B,2012 S5B,active
gb.trickkyy,cmt4vbb8500ll6rik0t7rfd7s,5934,gb.trickkyy,2,2010 S4B,2012 S3B,active
cjsmith629,cmt4vbbad00lm6rikox1ak5dv,5935,cjsmith629,1,2010 S4B,2010 S4B,active
m_n_a_v,cmt4vbbco00ln6rikwflxsvc2,5936,m_n_a_v,1,2010 S4B,2010 S4B,active
gb_lizard123,cmt4vbbez00lo6riksgd6829d,5937,gb_lizard123,1,2010 S4B,2010 S4B,active
riddell22,cmt4vbbh800lp6rikxb6edykt,5938,riddell22,1,2010 S4B,2010 S4B,active
gb.greshypoo,cmt4vbbjr00lq6rikumzog363,5939,gb.greshypoo,1,2010 S4B,2010 S4B,active
chants74,cmt4vbbm300lr6rik1n5is96g,5940,chants74,2,2010 S4B,2011 S2B,active
godly_craig,cmt4vbbof00ls6rikezb8f8sm,5941,godly_craig,1,2010 S4A,2010 S4A,active
freak.ofpool,cmt4vbbqo00lt6riko9is7vlg,5942,freak.ofpool,3,2010 S4A,2012 S4B,active
lolzipopopizlol,cmt4vbbt200lu6rikaxwy2c70,5943,lolzipopopizlol,1,2010 S4A,2010 S4A,active
immortaly,cmt4vbbvb00lv6rik35dlt114,5944,immortaly,1,2010 S4A,2010 S4A,active
hustle,cmt4vbbxk00lw6rikwaa0jijj,5945,hustle,6,2010 S4A,2012 S4B,active
ace2202,cmt4vbc0000lx6rik12g9afw7,5946,ace2202,4,2010 S3A,2011 S5A,active
x_illest_x,cmt4vbc2b00ly6rikjp8b05wr,5947,x_illest_x,1,2010 S4A,2010 S4A,active
thebezisback,cmt4vbc4l00lz6riku2flms18,5948,thebezisback,3,2010 S4A,2011 S3A,active
expect.loss,cmt4vbc6t00m06riki07tc4tv,5949,expect.loss,1,2010 S4A,2010 S4A,active
aka_hero,cmt4vbc8z00m16rikrillilo5,5950,aka_hero,6,2010 S4A,2011 S5A,active
hairy_anaconda,cmt4vbcbb00m26rik8to3b2b0,5951,hairy_anaconda,1,2010 S4A,2010 S4A,active
tyler_badass,cmt4vbcdk00m36rikuyj9pxx0,5952,tyler_badass,3,2010 S4A,2011 S4A,active
teacher_of_pool,cmt4vbcfv00m46rikdi6po7bs,5953,teacher_of_pool,3,2010 S4A,2011 S2A,active
viva.la_pom,cmt4vbci500m56rikbr6p4gdt,5954,viva.la_pom,2,2008 S1A,2010 S4A,active
underdogg_,cmt4vbcky00m66rik33bfsrlb,5955,underdogg_,3,2010 S4A,2011 S3A,active
jesse_j,cmt4vbcnw00m76rikzxq545pk,5956,jesse_j,13,2006 S2A,2013 S4A,active
dazzyracin,cmt4vbcqe00m86riklbji6wf0,5957,dazzyracin,2,2010 S4A,2011 S1A,active
aka_cryptic,cmt4vbcsm00m96rik63piuz1m,5958,aka_cryptic,1,2010 S4A,2010 S4A,active
_dopefeind_,cmt4vbcut00ma6rikpyizxz03,5959,_dopefeind_,1,2010 S4A,2010 S4A,active
x_strike_x,cmt4vbcx300mb6rikdtywljkv,5960,x_strike_x,2,2011 S1A,2011 S2A,active
fuckker,cmt4vbczb00mc6rikyp87ehub,5961,fuckker,14,2011 S1A,2014 S1B,active
weekenderweekender,cmt4vbd1l00md6rikkkbsr0mq,5962,weekenderweekender,4,2011 S1A,2014 S1A,active
pyroofhell,cmt4vbd3r00me6rikfuaaevxk,5963,pyroofhell,1,2011 S1A,2011 S1A,active
fear,cmt4vbd5z00mf6rik7a6boecj,5964,fear,1,2011 S1A,2011 S1A,active
o_r_a_,cmt4vbd8d00mg6rikf31wjj6p,5965,o_r_a_,1,2011 S1A,2011 S1A,active
ss.j0sh,cmt4vbdan00mh6rike6cu3iw2,5966,ss.j0sh,2,2011 S1A,2011 S3A,active
zz_lazyass_zz,cmt4vbdcy00mi6rik8ox1k9p4,5967,zz_lazyass_zz,4,2011 S1A,2013 S5A,active
mvp_blaze,cmt4vbdf700mj6rikzj13kdzx,5968,mvp_blaze,1,2011 S1A,2011 S1A,active
xl_vain_lx,cmt4vbdhf00mk6rikjfos84lk,5969,xl_vain_lx,2,2011 S1A,2011 S2A,active
l_keel_you,cmt4vbdjn00ml6rikj6rrxac3,5970,l_keel_you,1,2011 S1A,2011 S1A,active
enrique_12,cmt4vbdlu00mm6rik9i25xtsd,5971,enrique_12,1,2011 S1A,2011 S1A,active
iiviij,cmt4vbdo300mn6rik55x9ghv1,5972,iiviij,2,2011 S1A,2011 S2A,active
gg_7balled,cmt4vbdqd00mo6riksxw0ikaj,5973,gg_7balled,1,2011 S1A,2011 S1A,active
_premium_,cmt4vbdsl00mp6rikkbc3b2lg,5974,_premium_,1,2011 S1A,2011 S1A,active
truenightmare,cmt4vbduv00mq6riktvnx02fg,5975,truenightmare,1,2011 S1A,2011 S1A,active
shotgun56,cmt4vbdx200mr6rikhqe14v08,5976,shotgun56,1,2011 S1B,2011 S1B,active
dr_papsmear_at_your_cervix,cmt4vbdzc00ms6rik7v92cwrq,5977,dr_papsmear_at_your_cervix,3,2011 S1B,2011 S5B,active
l3_lvl_x,cmt4vbe1l00mt6rik4ix4ltvy,5978,l3_lvl_x,2,2011 S1B,2011 S5A,active
noob.ology,cmt4vbe3u00mu6riklwezob5o,5979,noob.ology,1,2011 S1B,2011 S1B,active
snowmanbody,cmt4vbe6500mv6rikvnnnn121,5980,snowmanbody,2,2011 S1B,2011 S3B,active
qball__69,cmt4vbe8d00mw6rikd8wrok0w,5981,qball__69,2,2011 S1B,2011 S5B,active
a_d_a_m__,cmt4vbean00mx6rikkd09m4g9,5982,a_d_a_m__,3,2011 S1B,2011 S5B,active
itsaj,cmt4vbecu00my6rikdbqnq84z,5983,itsaj,4,2011 S1B,2011 S4A,active
tricky8br,cmt4vbef400mz6rikjn21jri8,5984,tricky8br,3,2011 S1B,2011 S3B,active
dddddaaaaannnnn,cmt4vbeha00n06rik47qkx2tv,5985,dddddaaaaannnnn,4,2011 S1B,2011 S5B,active
baracka.flocka,cmt4vbejh00n16rik23zg0hvz,5986,baracka.flocka,2,2011 S1B,2011 S2A,active
jj.pwnz,cmt4vbels00n26riknh46oxa3,5987,jj.pwnz,12,2011 S1B,2014 S1A,active
eat_pinaples,cmt4vbenx00n36rikx6bymo6i,5988,eat_pinaples,1,2011 S1B,2011 S1B,active
dialed_bro,cmt4vbeqa00n46riks34rz2pl,5989,dialed_bro,1,2011 S1B,2011 S1B,active
u.nderdog,cmt4vbesm00n56rikog6nqwvw,5990,u.nderdog,1,2011 S1B,2011 S1B,active
troy_badman,cmt4vbeuu00n66rike75tpsgs,5991,troy_badman,2,2011 S1B,2011 S2A,active
curtisbrannan1,cmt4vbex400n76rikghqawbrx,5992,curtisbrannan1,2,2011 S1B,2011 S2B,active
alex.ncal,cmt4vbezd00n86rik9d3z6wbt,5993,alex.ncal,2,2011 S1B,2011 S2B,active
dx.fanatic,cmt4vbf1p00n96rik82wikxjx,5994,dx.fanatic,3,2011 S1B,2011 S3A,active
blondegirl9876,cmt4vbf3w00na6riker00yska,5995,blondegirl9876,1,2011 S1B,2011 S1B,active
dc_sacha@ymail.com,cmt4vbf6300nb6rikf4czqh62,5996,dc_sacha@ymail.com,1,2011 S1B,2011 S1B,active
nxs_skillz,cmt4vbf8c00nc6rik11vipn8b,5997,nxs_skillz,3,2011 S1B,2011 S4A,active
goddamnet,cmt4vbfak00nd6rikmroqwbj1,5998,goddamnet,1,2011 S1B,2011 S1B,active
g_o_d99,cmt4vbfct00ne6riktspfonty,5999,g_o_d99,1,2011 S2A,2011 S2A,active
relentless.wolf,cmt4vbff000nf6rikuhjpnvr9,6000,relentless.wolf,4,2011 S2A,2013 S5B,active
jagxdp,cmt4vbfh700ng6rikpibx2dfh,6001,jagxdp,1,2011 S2A,2011 S2A,active
spc_shogun,cmt4vbfjh00nh6rik0fkt0sgv,6002,spc_shogun,2,2011 S2A,2011 S3A,active
shockable,cmt4vbflq00ni6rikfbez334u,6003,shockable,1,2011 S2A,2011 S2A,active
catsslover,cmt4vbfoi00nj6rikcw469qaj,6004,catsslover,12,2011 S2A,2014 S1A,active
shitty_attitude,cmt4vbfr800nk6rikjez7npsi,6005,shitty_attitude,4,2008 S1A,2011 S4A,active
zero.skills,cmt4vbftl00nl6rik98d6rd08,6006,zero.skills,1,2011 S2A,2011 S2A,active
ant8br,cmt4vbfvs00nm6rikm3jqqfbb,6007,ant8br,1,2011 S2A,2011 S2A,active
fratboywasted,cmt4vbfxz00nn6rikkhg7mpum,6008,fratboywasted,1,2011 S2A,2011 S2A,active
scotpool,cmt4vbg0700no6rikt8fcu32g,6009,scotpool,3,2011 S2A,2011 S4A,active
c.hampionn,cmt4vbg2e00np6rikha5w7rud,6010,c.hampionn,1,2011 S2A,2011 S2A,active
sugarba8y,cmt4vbg4o00nq6rikdcjqlonz,6011,sugarba8y,2,2011 S2B,2011 S4B,active
l0osteekyo0l,cmt4vbg6t00nr6rikxlwxkl89,6012,l0osteekyo0l,1,2011 S2B,2011 S2B,active
smpson_86,cmt4vbg9200ns6rikefpmb27s,6013,smpson_86,1,2011 S2B,2011 S2B,active
gangstafederation,cmt4vbgbb00nt6rikpvkrwehu,6014,gangstafederation,3,2011 S2B,2011 S4B,active
canuck_59,cmt4vbgdn00nu6rikirf1yaev,6015,canuck_59,1,2011 S2B,2011 S2B,active
chad.,cmt4vbgfy00nv6rikn0cz4sct,6016,chad.,2,2011 S2B,2011 S3B,active
cursedman,cmt4vbgi800nw6rik2l3te1u3,6017,cursedman,1,2011 S2B,2011 S2B,active
gb.hale,cmt4vbgkg00nx6riksznq0bll,6018,gb.hale,2,2011 S2B,2011 S3B,active
united_united_united_united,cmt4vbgmr00ny6riks098ixls,6019,united_united_united_united,1,2011 S2B,2011 S2B,active
dead.bang,cmt4vbgp000nz6rik0nlbkjfw,6020,dead.bang,1,2011 S2B,2011 S2B,active
decent.shot,cmt4vbgrc00o06rikqjj5qq1x,6021,decent.shot,1,2011 S2B,2011 S2B,active
redmonddd11,cmt4vbgti00o16rikcrtosn8v,6022,redmonddd11,1,2011 S2B,2011 S2B,active
le_d1sko,cmt4vbgvr00o26rikbvwuyhc8,6023,le_d1sko,1,2011 S2B,2011 S2B,active
p.oolerized,cmt4vbgxz00o36rikho923pmj,6024,p.oolerized,1,2011 S2B,2011 S2B,active
cyberinferno1,cmt4vbh0500o46rikkufkfsqs,6025,cyberinferno1,6,2011 S2B,2012 S3B,active
combo5_,cmt4vbh2c00o56rikib3y0so7,6026,combo5_,1,2011 S3A,2011 S3A,active
run_it_down,cmt4vbh4k00o66rikbhsu1osl,6027,run_it_down,12,2009 S5B,2014 S1A,active
r_ook,cmt4vbh6t00o76rikjsbr6z1y,6028,r_ook,3,2011 S3A,2011 S5B,active
dwaechte,cmt4vbh9100o86rikpmsuyzmf,6029,dwaechte,8,2011 S3A,2013 S5A,active
xlx_mizo_xlx,cmt4vbhba00o96rikyayxff9b,6030,xlx_mizo_xlx,1,2011 S3A,2011 S3A,active
n00bsquad_knight,cmt4vbhdh00oa6rikgsj73bec,6031,n00bsquad_knight,1,2011 S3A,2011 S3A,active
the_mean_mean_weed_machine,cmt4vbhfq00ob6rikjhafy52p,6032,the_mean_mean_weed_machine,2,2011 S3A,2011 S4B,active
lx_mike_xl,cmt4vbhhx00oc6rik5lc9sdku,6033,lx_mike_xl,5,2011 S3A,2012 S5A,active
siccster,cmt4vbhk500od6rikznxdwrh4,6034,siccster,1,2011 S3A,2011 S3A,active
lixll_god_lixll,cmt4vbhmb00oe6rikgm5i1pcn,6035,lixll_god_lixll,1,2011 S3A,2011 S3A,active
acexplaya,cmt4vbhon00of6riko5barnij,6036,acexplaya,1,2011 S3A,2011 S3A,active
killers_96,cmt4vbhqv00og6rikzbip66s3,6037,killers_96,1,2011 S3B,2011 S3B,active
jvrt1,cmt4vbht700oh6rikkxhuht55,6038,jvrt1,1,2011 S3B,2011 S3B,active
n00bsquad_tigress,cmt4vbhvi00oi6rik6kbc3fky,6039,n00bsquad_tigress,1,2011 S3B,2011 S3B,active
_sexy_honey,cmt4vbhxr00oj6rik3213fkwf,6040,_sexy_honey,2,2011 S3B,2011 S5B,active
i_always_own_you,cmt4vbi0000ok6rikivlosmwg,6041,i_always_own_you,2,2011 S3B,2011 S4B,active
mr.spin,cmt4vbi2e00ol6rikbivo3jhy,6042,mr.spin,2,2011 S3B,2011 S4B,active
emmaaa25,cmt4vbi4n00om6rikevfu1gn4,6043,emmaaa25,1,2011 S3B,2011 S3B,active
less__than__jake,cmt4vbi6u00on6rikw4ygl943,6044,less__than__jake,1,2011 S3B,2011 S3B,active
n00bsquad_pool,cmt4vbi9200oo6rikdt69d4eo,6045,n00bsquad_pool,1,2011 S3B,2011 S3B,active
polyaminopropyl,cmt4vbib800op6rikxxa2in95,6046,polyaminopropyl,1,2011 S3B,2011 S3B,active
davidsprofile,cmt4vbidf00oq6rikn4alexct,6047,davidsprofile,1,2011 S3B,2011 S3B,active
l2ack.em_up,cmt4vbifm00or6rikau46i5u5,6048,l2ack.em_up,1,2011 S3B,2011 S3B,active
chill_l3ro,cmt4vbii200os6rikjyej8rxq,6049,chill_l3ro,2,2011 S3B,2011 S4B,active
n00bsquad_k.iller,cmt4vbikl00ot6rika6dpoqqm,6050,n00bsquad_k.iller,1,2011 S3B,2011 S3B,active
bbdan79,cmt4vbin500ou6rikyjpaj2d8,6051,bbdan79,1,2011 S3B,2011 S3B,active
nish_is_my_name_choke_is_my_game,cmt4vbipr00ov6rik6ijh4kx0,6052,nish_is_my_name_choke_is_my_game,1,2011 S3B,2011 S3B,active
n00bsquad_rees,cmt4vbisf00ow6rikv86n0ipl,6053,n00bsquad_rees,1,2011 S3B,2011 S3B,active
roasted_like_eva,cmt4vbiuo00ox6rikebps1nw8,6054,roasted_like_eva,1,2011 S3B,2011 S3B,active
zl_noob_lz,cmt4vbix000oy6rikzt9w3s4u,6055,zl_noob_lz,1,2011 S3B,2011 S3B,active
_cue,cmt4vbizb00oz6rikoyfwkvhe,6056,_cue,1,2011 S3B,2011 S3B,active
complete,cmt4vbj1l00p06rikxw4lgkfi,6057,complete,1,2011 S3B,2011 S3B,active
doctor_casper,cmt4vbj3s00p16rik591zyyrp,6058,doctor_casper,2,2011 S3B,2014 S1B,active
sacha98,cmt4vbj6700p26rikqftowzp8,6059,sacha98,2,2011 S3B,2011 S4B,active
halethepoolstar,cmt4vbj8c00p36rikx0pzyx03,6060,halethepoolstar,1,2011 S4B,2011 S4B,active
pool.k1ng,cmt4vbjav00p46rik4kgezfym,6061,pool.k1ng,1,2011 S4B,2011 S4B,active
top__dawg___,cmt4vbjdr00p56rikp7p0lf6z,6062,top__dawg___,1,2011 S4B,2011 S4B,active
ultimate_p00l_perfecti0n,cmt4vbjg800p66rik2v83hct4,6063,ultimate_p00l_perfecti0n,1,2011 S4B,2011 S4B,active
mvp_raven,cmt4vbjig00p76rik7lk5wxwg,6064,mvp_raven,2,2011 S3B,2011 S4B,active
pro.ch0ker,cmt4vbjkr00p86rikdzt6h7uf,6065,pro.ch0ker,2,2011 S4B,2011 S5B,active
joshk666,cmt4vbjn200p96rikbodrk9bs,6066,joshk666,1,2011 S4B,2011 S4B,active
m4tt_th3_p0ol_pl4y3r,cmt4vbjp900pa6rikb3gewl3n,6067,m4tt_th3_p0ol_pl4y3r,1,2011 S4B,2011 S4B,active
psychojason,cmt4vbjrk00pb6rikdiahetwu,6068,psychojason,1,2011 S4B,2011 S4B,active
dx.hype,cmt4vbjtu00pc6rikyze4vyth,6069,dx.hype,3,2011 S4B,2012 S4B,active
dddddaaaaannnnnn,cmt4vbjw500pd6rikm07muvz4,6070,dddddaaaaannnnnn,1,2011 S4B,2011 S4B,active
jpogrady,cmt4vbjye00pe6rikxb56hete,6071,jpogrady,1,2011 S4B,2011 S4B,active
oh.alix,cmt4vbk0l00pf6rikr6pt9ne5,6072,oh.alix,1,2011 S4B,2011 S4B,active
zl__st0ned_lz,cmt4vbk2w00pg6rik78mixqyw,6073,zl__st0ned_lz,1,2011 S4B,2011 S4B,active
lvlr_l7ry,cmt4vbk5300ph6riksvehiojn,6074,lvlr_l7ry,8,2011 S4B,2014 S1A,active
pot,cmt4vbk7h00pi6rikoxnznps8,6075,pot,1,2011 S4B,2011 S4B,active
run.legend,cmt4vbk9q00pj6rikhn9qqh0g,6076,run.legend,1,2011 S4B,2011 S4B,active
big_jon_,cmt4vbkby00pk6rikgpk129d0,6077,big_jon_,1,2011 S4B,2011 S4B,active
zl_don_lz,cmt4vbke800pl6rikxywloeqb,6078,zl_don_lz,1,2011 S4B,2011 S4B,active
